"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_AND_INTERNET","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","LH_LACK_OF_SPACE","LH_POOR_BUILDINGS","LH_POOR_HEATING_AIR_LIGHT","LH_LACK_TEXT","LH_POOR_FACILITIES","LH_POOR_TECH","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ","MATH_PUSH_YEARS","ENGLISH_PUSH_YEARS","ED_ATNMT","TEST_COMP_QU"
"4365","Public","White","Two Parents",1.3,"Advanced Degree","Advanced Degree",TRUE,-7,NA,77.67,"4",FALSE,TRUE,10,12,NA,NA,NA,NA,NA,NA,"<=30%",FALSE,10,10,"PhD",4
"4366","Public","Black","Single/Absent Parent",-0.2,"Attend PS/Associate's",NA,FALSE,-7,NA,30.33,NA,TRUE,NA,7,6,NA,NA,NA,NA,NA,NA,"<=30%",FALSE,4,4,NA,1
"4367","Public","Black","Single/Absent Parent",-0.07,"Bachelors","Advanced Degree",FALSE,-7,NA,45.69,NA,FALSE,NA,8,12,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,4,8,NA,2
"4368","Public","Black","Single/Absent Parent",-0.91,"Some HS/GED","Advanced Degree",FALSE,-7,NA,47.23,NA,FALSE,NA,4,10,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,6,8,NA,2
"4369","Public","Black","Single/Absent Parent",-0.16,"Attend PS/Associate's","Bachelor's",FALSE,-7,NA,44.17,"1",FALSE,FALSE,6,8,NA,NA,NA,NA,NA,NA,"<=30%",FALSE,7,4,"GED",2
"4370","Public","API","Two Parents",0.67,"Bachelors","Bachelor's",NA,-7,NA,48.56,"2",FALSE,TRUE,8,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,4,8,"Bachelors",2
"4371","Public","White","Two Parents",0.85,"Advanced Degree","Bachelor's",TRUE,-7,NA,62.04,NA,FALSE,NA,10,8,NA,NA,NA,NA,NA,NA,"<=50%",FALSE,7,8,NA,4
"4372","Public","White","Single/Absent Parent",-0.95,"Attend PS/Associate's","Some HS/GED",TRUE,55,28.21,42.94,"1",TRUE,FALSE,5,4,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,NA,"Associates/
Some Undergrad",1
"4373","Public","White","Two Parents",0.82,"Bachelors","Bachelor's",TRUE,55,28.21,47.94,NA,FALSE,NA,8,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,7,8,NA,2
"4374","Public","White","Two Parents",0.08,"Attend PS/Associate's","Bachelor's",TRUE,55,28.21,48.83,NA,FALSE,NA,7,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,NA,NA,2
"4375","Public","White","Single/Absent Parent",-0.09,"Some HS/GED","Some HS/GED",TRUE,55,28.21,28.69,NA,FALSE,NA,4,4,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,8,NA,1
"4376","Public","White","Two Parents",0.1,"Attend PS/Associate's","Bachelor's",TRUE,55,28.21,59.06,"2",FALSE,FALSE,7,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,8,"Associates/
Some Undergrad",4
"4377","Public","White","Two Parents",0.31,"Bachelors","Bachelor's",TRUE,55,28.21,44.81,"4",FALSE,TRUE,8,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"Bachelors",2
"4378","Public","API","Single/Absent Parent",-0.09,"Attend PS/Associate's","Advanced Degree",TRUE,55,28.21,54.19,"4",TRUE,FALSE,6,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",3
"4379","Public","White","Single/Absent Parent",0.14,"Bachelors","Advanced Degree",TRUE,55,28.21,49.6,NA,FALSE,NA,8,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,7,NA,NA,2
"4380","Public","API","Two Parents",0.63,"Bachelors","Bachelor's",TRUE,55,28.21,52.22,"4",FALSE,TRUE,8,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,12,10,"Master's/
Post-Bacc. Cert.",3
"4381","Public","AI/AN/Mixed","Two Parents",0.2,"Attend PS/Associate's","Advanced Degree",TRUE,55,28.21,57.06,"2",FALSE,TRUE,5,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,8,"Bachelors",3
"4382","Public","White","Single/Absent Parent",-0.44,"Attend PS/Associate's","Bachelor's",TRUE,55,28.21,54.65,"1",FALSE,FALSE,6,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"Associates/
Some Undergrad",3
"4383","Public","White","Two Parents",0.89,"Bachelors","Advanced Degree",TRUE,55,28.21,65.61,"4",FALSE,TRUE,8,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,12,"Bachelors",4
"4384","Public","White","Single/Absent Parent",0.43,"Attend PS/Associate's","Advanced Degree",TRUE,55,28.21,65.53,"4",FALSE,TRUE,7,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,10,8,"Master's/
Post-Bacc. Cert.",4
"4385","Public","White","Two Parents",0.02,"Attend PS/Associate's","Bachelor's",TRUE,55,28.21,49.4,"2",FALSE,FALSE,5,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,NA,"Associates/
Some Undergrad",2
"4386","Public","White","Two Parents",1.21,"Advanced Degree","Bachelor's",TRUE,55,28.21,61.66,"3",FALSE,TRUE,10,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,8,"Bachelors",4
"4387","Public","Black","Single/Absent Parent",-0.42,"Advanced Degree","Bachelor's",NA,55,28.21,46.28,"1",TRUE,FALSE,10,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,4,"No GED",2
"4388","Public","White","Two Parents",0.42,"Attend PS/Associate's","Bachelor's",TRUE,55,28.21,60.64,"3",FALSE,FALSE,7,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,NA,12,"Associates/
Some Undergrad",4
"4389","Public","White","Two Parents",0.79,"Bachelors","Advanced Degree",TRUE,55,28.21,55.23,NA,FALSE,NA,8,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,10,NA,3
"4390","Public","Hispanic","Two Parents",0.45,"Attend PS/Associate's","Bachelor's",NA,55,28.21,40.47,"2",FALSE,FALSE,7,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,NA,"Associates/
Some Undergrad",1
"4391","Public","AI/AN/Mixed","Two Parents",-0.14,"Some HS/GED","Advanced Degree",TRUE,55,28.21,52,NA,FALSE,NA,4,10,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,NA,3
"4392","Public","API","Two Parents",-1.54,"Some HS/GED","Bachelor's",TRUE,55,28.21,51.9,"2",FALSE,FALSE,4,8,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,7,8,"GED",3
"4393","Public","White","Two Parents",-0.68,"Some HS/GED","Advanced Degree",TRUE,55,28.21,51.4,"1",TRUE,FALSE,4,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,6,NA,"GED",3
"4394","Public","White","Two Parents",1.13,"Bachelors","Advanced Degree",TRUE,55,28.21,56.1,"1",FALSE,FALSE,8,12,"Yes","Yes","Yes","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"GED",3
"4395","Public","White","Two Parents",0.06,"Attend PS/Associate's","Advanced Degree",TRUE,85,24,59.28,"4",FALSE,TRUE,7,12,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,8,8,"Bachelors",4
"4396","Public","White","Two Parents",0.64,"Bachelors","Bachelor's",TRUE,85,24,54.3,"4",FALSE,TRUE,8,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,8,8,"Bachelors",3
"4397","Public","Black","Two Parents",-0.91,"Attend PS/Associate's",NA,TRUE,85,24,49.19,"3",FALSE,FALSE,6,6,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,4,8,"Associates/
Some Undergrad",2
"4398","Public","AI/AN/Mixed","Two Parents",0.84,"Bachelors","Advanced Degree",TRUE,85,24,42.6,"2",FALSE,FALSE,8,12,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,NA,NA,"Associates/
Some Undergrad",1
"4399","Public","Black","Single/Absent Parent",0.98,"Advanced Degree","Bachelor's",FALSE,85,24,49.63,"2",FALSE,FALSE,12,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,8,7,"Associates/
Some Undergrad",2
"4400","Public","White","Two Parents",0.84,"Bachelors","Bachelor's",TRUE,85,24,57.62,"3",FALSE,FALSE,8,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,6,6,"Associates/
Some Undergrad",4
"4401","Public","API","Two Parents",-0.8,"Some HS/GED","Bachelor's",TRUE,85,24,54.7,NA,FALSE,NA,1,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,NA,NA,NA,3
"4402","Public",NA,"Two Parents",NA,NA,"Bachelor's",NA,85,24,50.92,"3",FALSE,TRUE,NA,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,NA,NA,"Master's/
Post-Bacc. Cert.",3
"4403","Public","White","Two Parents",0.69,"Bachelors","Advanced Degree",TRUE,85,24,51.48,"1",FALSE,FALSE,8,10,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,6,8,"Associates/
Some Undergrad",3
"4404","Public",NA,"Two Parents",NA,NA,"Bachelor's",NA,85,24,49.53,"1",TRUE,FALSE,NA,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,NA,NA,"GED",2
"4405","Public","White","Two Parents",-0.09,"Some HS/GED","Advanced Degree",FALSE,85,24,55.06,"1",TRUE,FALSE,4,10,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,7,NA,"Associates/
Some Undergrad",3
"4406","Public","White","Two Parents",0.05,"Attend PS/Associate's","Advanced Degree",TRUE,85,24,64.67,"4",FALSE,TRUE,6,10,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,12,8,"Bachelors",4
"4407","Public","White","Two Parents",1.24,"Advanced Degree","Advanced Degree",TRUE,85,24,58.06,"3",FALSE,TRUE,10,10,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,8,8,"Bachelors",4
"4408","Public","White","Two Parents",0.13,"Attend PS/Associate's","Bachelor's",TRUE,85,24,50.44,"2",FALSE,FALSE,7,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,NA,NA,"Associates/
Some Undergrad",3
"4409","Public","White","Two Parents",0.37,"Attend PS/Associate's","Bachelor's",TRUE,85,24,63.84,"4",FALSE,TRUE,5,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,8,8,"Bachelors",4
"4410","Public","White","Two Parents",0.96,"Advanced Degree","Advanced Degree",TRUE,85,24,61.18,"2",FALSE,TRUE,10,10,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,10,8,"Bachelors",4
"4411","Public","White","Two Parents",0.9,"Bachelors","Advanced Degree",TRUE,85,24,60.82,"2",FALSE,FALSE,8,12,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,8,12,"Associates/
Some Undergrad",4
"4412","Public","White","Two Parents",0.64,"Advanced Degree","Bachelor's",TRUE,85,24,62.25,"4",FALSE,TRUE,12,8,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,10,10,"Master's/
Post-Bacc. Cert.",4
"4413","Public","Hispanic","Single/Absent Parent",0.81,"Bachelors","Advanced Degree",FALSE,85,24,57.68,"2",FALSE,TRUE,8,10,"No","No","No","No",FALSE,FALSE,"<=30%",FALSE,NA,NA,"Bachelors",4
"4414","Public","White","Single/Absent Parent",0.45,"Advanced Degree",NA,FALSE,60,26.5,47.07,"1",TRUE,FALSE,10,6,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,6,"GED",2
"4415","Public","Black","Two Parents",-0.73,"Some HS/GED","Bachelor's",TRUE,60,26.5,38.6,"2",FALSE,FALSE,1,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,4,NA,"Associates/
Some Undergrad",1
"4416","Public","Black","Single/Absent Parent",-1.44,"Some HS/GED","Bachelor's",FALSE,60,26.5,44.44,"1",FALSE,FALSE,4,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,4,4,"Associates/
Some Undergrad",2
"4417","Public","Black","Two Parents",0.25,"Bachelors","Advanced Degree",TRUE,60,26.5,56.87,"4",FALSE,TRUE,8,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,10,"Master's/
Post-Bacc. Cert.",3
"4418","Public","White","Two Parents",-0.12,"Some HS/GED","Advanced Degree",TRUE,60,26.5,44.98,"3",FALSE,FALSE,4,12,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,NA,6,"Associates/
Some Undergrad",2
"4419","Public","White","Two Parents",0.08,"Attend PS/Associate's","Advanced Degree",FALSE,60,26.5,49.02,"3",FALSE,TRUE,7,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,NA,"Bachelors",2
"4420","Public","Hispanic","Two Parents",-0.17,"Attend PS/Associate's","Advanced Degree",TRUE,60,26.5,47.01,"1",FALSE,FALSE,5,12,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,8,"Associates/
Some Undergrad",2
"4421","Public","White","Single/Absent Parent",0.52,"Attend PS/Associate's","Advanced Degree",TRUE,60,26.5,48.36,"2",FALSE,TRUE,5,12,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,10,8,"Bachelors",2
"4422","Public","White","Two Parents",0.57,"Bachelors","Bachelor's",TRUE,60,26.5,52.75,"3",FALSE,FALSE,8,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,4,"Associates/
Some Undergrad",3
"4423","Public","White","Single/Absent Parent",0.55,"Attend PS/Associate's","Bachelor's",NA,60,26.5,39.25,"3",FALSE,FALSE,7,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,6,"Associates/
Some Undergrad",1
"4424","Public","White","Two Parents",-0.32,"Some HS/GED","Some HS/GED",TRUE,60,26.5,58.38,"3",FALSE,FALSE,4,4,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,7,"Associates/
Some Undergrad",4
"4425","Public","Black","Two Parents",-0.14,"Attend PS/Associate's","Bachelor's",TRUE,60,26.5,46.72,"4",FALSE,TRUE,5,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,10,12,"Bachelors",2
"4426","Public","White","Two Parents",0.23,"Attend PS/Associate's","Advanced Degree",TRUE,60,26.5,44.18,NA,FALSE,NA,5,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,NA,NA,2
"4427","Public","White","Two Parents",0.37,"Attend PS/Associate's","Bachelor's",TRUE,60,26.5,54.28,"3",FALSE,FALSE,7,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",3
"4428","Public","White","Two Parents",0.69,"Bachelors","Advanced Degree",TRUE,60,26.5,56.42,"2",FALSE,FALSE,8,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,8,"Associates/
Some Undergrad",3
"4429","Public","White","Single/Absent Parent",0.2,"Attend PS/Associate's","Bachelor's",TRUE,60,26.5,54.63,"3",FALSE,FALSE,5,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",3
"4430","Public","AI/AN/Mixed","Two Parents",0.16,"Bachelors","Bachelor's",TRUE,60,26.5,43.51,"1",TRUE,FALSE,8,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,NA,NA,"GED",2
"4431","Public","White","Single/Absent Parent",0.31,"Advanced Degree","Bachelor's",TRUE,60,26.5,46.22,NA,FALSE,NA,10,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,NA,7,NA,2
"4432","Public","White","Single/Absent Parent",-0.3,"Attend PS/Associate's",NA,TRUE,60,26.5,47.6,NA,FALSE,NA,6,6,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,6,NA,2
"4433","Public","White","Two Parents",-0.46,"Bachelors","Advanced Degree",TRUE,60,26.5,41.43,"1",FALSE,FALSE,8,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,4,2,"GED",1
"4434","Public","White","Single/Absent Parent",0.36,"Advanced Degree","Advanced Degree",TRUE,60,26.5,61.52,"4",FALSE,TRUE,10,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,12,12,"Bachelors",4
"4435","Public","White","Single/Absent Parent",0.15,"Advanced Degree","Bachelor's",TRUE,60,26.5,58.54,"2",TRUE,FALSE,10,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,7,"Associates/
Some Undergrad",4
"4436","Public","White","Two Parents",-0.03,"Some HS/GED","Bachelor's",TRUE,60,26.5,51.32,NA,FALSE,NA,4,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,NA,NA,3
"4437","Public","AI/AN/Mixed","Two Parents",0.29,"Bachelors","Bachelor's",NA,60,26.5,49.69,"1",FALSE,FALSE,8,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,4,6,"Associates/
Some Undergrad",2
"4438","Public","Black","Two Parents",-0.11,"Attend PS/Associate's","Advanced Degree",TRUE,60,26.5,41.29,"1",FALSE,FALSE,5,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,4,6,"Associates/
Some Undergrad",1
"4439","Public","White","Two Parents",-0.91,"Some HS/GED","Some HS/GED",TRUE,60,26.5,53.97,"2",FALSE,FALSE,4,4,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,6,6,"Associates/
Some Undergrad",3
"4440","Public","Black","Two Parents",1.39,"Advanced Degree","Bachelor's",NA,60,26.5,54.63,"2",FALSE,FALSE,10,8,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,8,7,"Associates/
Some Undergrad",3
"4441","Public","White","Single/Absent Parent",0.05,"Attend PS/Associate's","Advanced Degree",TRUE,60,26.5,65.39,"4",FALSE,TRUE,6,12,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,10,10,"Bachelors",4
"4442","Public","Black","Single/Absent Parent",-0.34,"Bachelors","Advanced Degree",TRUE,60,26.5,30.98,"1",TRUE,FALSE,8,10,"Yes","Yes","No","Yes",TRUE,TRUE,"<=30%",FALSE,4,6,"No GED",1
"4443","Public","White","Two Parents",0.59,"Bachelors","Bachelor's",TRUE,49,28,47.97,"3",FALSE,FALSE,8,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",2
"4444","Public","White","Two Parents",0.05,"Attend PS/Associate's","Bachelor's",TRUE,49,28,55.16,"4",FALSE,FALSE,6,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",3
"4445","Public","White","Two Parents",0.27,"Attend PS/Associate's","Bachelor's",TRUE,49,28,42.9,NA,FALSE,NA,5,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,7,8,NA,1
"4446","Public","Black","Two Parents",-0.98,"Some HS/GED","Some HS/GED",TRUE,49,28,28.38,"3",FALSE,FALSE,4,4,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,4,"Associates/
Some Undergrad",1
"4447","Public","White","Two Parents",0.11,"Attend PS/Associate's","Bachelor's",TRUE,49,28,54.95,"1",FALSE,FALSE,6,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,NA,"Associates/
Some Undergrad",3
"4448","Public","AI/AN/Mixed","Two Parents",-0.31,"Attend PS/Associate's","Bachelor's",NA,49,28,45.06,"1",FALSE,FALSE,5,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,NA,"GED",2
"4449","Public","White","Single/Absent Parent",0.58,"Bachelors","Bachelor's",TRUE,49,28,51.75,"3",FALSE,FALSE,8,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,12,8,"Associates/
Some Undergrad",3
"4450","Public","White","Single/Absent Parent",-0.49,"Some HS/GED","Bachelor's",TRUE,49,28,44.08,"1",TRUE,FALSE,4,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,8,"Associates/
Some Undergrad",2
"4451","Public","White","Two Parents",0.09,"Attend PS/Associate's","Bachelor's",TRUE,49,28,41.75,"2",FALSE,FALSE,7,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,NA,"Associates/
Some Undergrad",1
"4452","Public","White","Two Parents",-0.46,"Attend PS/Associate's",NA,TRUE,49,28,36.79,NA,TRUE,NA,6,6,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,4,NA,1
"4453","Public","White","Two Parents",0.2,"Bachelors","Bachelor's",TRUE,49,28,62.55,"4",FALSE,TRUE,8,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,10,8,"Master's/
Post-Bacc. Cert.",4
"4454","Public","White","Single/Absent Parent",-1.25,"Some HS/GED","Advanced Degree",TRUE,49,28,35.54,"1",TRUE,FALSE,4,12,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,4,4,"Associates/
Some Undergrad",1
"4455","Public","White","Two Parents",1.37,"Advanced Degree","Bachelor's",TRUE,49,28,53.73,"2",FALSE,FALSE,12,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,8,"Associates/
Some Undergrad",3
"4456","Public","Black","Two Parents",-1.01,"Some HS/GED","Bachelor's",NA,49,28,56.27,"2",FALSE,FALSE,1,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,6,"Associates/
Some Undergrad",3
"4457","Public","White","Two Parents",0.71,"Bachelors","Bachelor's",TRUE,49,28,53.61,"1",FALSE,FALSE,8,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,8,"Associates/
Some Undergrad",3
"4458","Public","AI/AN/Mixed","Single/Absent Parent",-0.86,"Some HS/GED","Bachelor's",NA,49,28,38.82,"1",FALSE,FALSE,4,8,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,4,"GED",1
"4459","Public","Black","Single/Absent Parent",-0.93,"Attend PS/Associate's","Some HS/GED",FALSE,49,28,29.01,NA,TRUE,NA,5,4,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,NA,2,NA,1
"4460","Public","Black","Single/Absent Parent",-0.95,"Attend PS/Associate's","Advanced Degree",FALSE,49,28,39.8,"3",FALSE,FALSE,5,12,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,6,4,"GED",1
"4461","Public","White","Two Parents",-0.48,"Some HS/GED","Some HS/GED",TRUE,49,28,37.22,"1",TRUE,FALSE,4,4,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,4,4,"No GED",1
"4462","Public","White","Single/Absent Parent",-0.58,"Some HS/GED","Advanced Degree",TRUE,49,28,52.87,"3",TRUE,FALSE,4,10,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,4,4,"GED",3
"4463","Public","White","Two Parents",-0.23,"Some HS/GED",NA,TRUE,49,28,48.51,"3",FALSE,FALSE,4,6,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,6,"Associates/
Some Undergrad",2
"4464","Public","White","Single/Absent Parent",0.27,"Attend PS/Associate's","Advanced Degree",TRUE,49,28,62.46,"2",FALSE,FALSE,5,10,"No","Yes","Yes","No",FALSE,FALSE,"<=30%",FALSE,8,8,"Associates/
Some Undergrad",4
"4465","Public","AI/AN/Mixed","Two Parents",0.87,"Bachelors","Advanced Degree",NA,80,NA,39.97,"3",FALSE,TRUE,8,12,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,10,10,"Bachelors",1
"4466","Public","Black","Two Parents",0.41,"Attend PS/Associate's","Advanced Degree",TRUE,80,NA,55.12,"4",FALSE,TRUE,7,10,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,8,"Master's/
Post-Bacc. Cert.",3
"4467","Public","White","Two Parents",0.72,"Advanced Degree","Bachelor's",NA,80,NA,45.45,"1",FALSE,FALSE,10,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,4,6,"Associates/
Some Undergrad",2
"4468","Public","White","Two Parents",0.33,"Bachelors","Advanced Degree",TRUE,80,NA,57.9,"1",FALSE,FALSE,8,12,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,8,"Associates/
Some Undergrad",4
"4469","Public","White","Two Parents",0.81,"Advanced Degree","Advanced Degree",TRUE,80,NA,55.31,"4",FALSE,TRUE,10,12,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,8,"Bachelors",3
"4470","Public","White","Two Parents",-0.08,"Attend PS/Associate's","Advanced Degree",NA,80,NA,49.77,"2",FALSE,FALSE,6,10,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,7,"Associates/
Some Undergrad",2
"4471","Public","White","Two Parents",0.8,"Advanced Degree","Bachelor's",TRUE,80,NA,63.27,"3",FALSE,FALSE,10,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,10,7,"Associates/
Some Undergrad",4
"4472","Public","Hispanic","Single/Absent Parent",-0.86,"Some HS/GED","Bachelor's",TRUE,80,NA,36.31,NA,TRUE,NA,1,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,4,4,NA,1
"4473","Public","White","Two Parents",0.41,"Bachelors","Bachelor's",TRUE,80,NA,56.41,"1",FALSE,FALSE,8,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,7,"Associates/
Some Undergrad",3
"4474","Public","White","Two Parents",0.37,"Attend PS/Associate's","Bachelor's",TRUE,80,NA,47.08,"3",FALSE,FALSE,7,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,8,"Associates/
Some Undergrad",2
"4475","Public","White","Two Parents",0.95,"Bachelors","Bachelor's",TRUE,80,NA,54.77,"2",FALSE,FALSE,8,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,6,"Associates/
Some Undergrad",3
"4476","Public","White","Two Parents",0.08,"Some HS/GED",NA,TRUE,80,NA,45.15,"2",FALSE,FALSE,4,7,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,6,4,"GED",2
"4477","Public","White","Two Parents",1.12,"Advanced Degree","Bachelor's",TRUE,80,NA,52.36,"1",FALSE,FALSE,10,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,6,6,"Associates/
Some Undergrad",3
"4478","Public","White","Two Parents",1.28,"Advanced Degree","Advanced Degree",FALSE,80,NA,59.39,"2",FALSE,FALSE,12,10,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,4,6,"Associates/
Some Undergrad",4
"4479","Public","API","Two Parents",0.42,"Advanced Degree","Bachelor's",TRUE,80,NA,56.33,"3",FALSE,TRUE,10,8,"No","No","No","No",FALSE,FALSE,"<=5%",FALSE,8,8,"Bachelors",3
