"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_HOME","HAS_INTERNET","TEACHER_TECH_ACCESS","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","SES_2011","BYA50A_1","BYA50B_1","BYA50C_1","BYA50D_1","BYA50E_1","BYA50F_1","BYA50G_1","BYA50H_1","BYA50K_1","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ"
"4741","Public","White","Two Parents",-0.65,"Some HS/GED","Bachelor's","1","1",13,65,29.65,44.55,"3",FALSE,FALSE,4,8,0.04,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4742","Public","White","Two Parents",-0.08,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,40.09,"1",FALSE,FALSE,6,12,0.24,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4743","Public","Black","Single/Absent Parent",-0.17,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,44.33,"3",FALSE,TRUE,6,12,0.24,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4744","Public","White","Two Parents",0.06,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,41.25,"2",FALSE,FALSE,5,12,0,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4745","Public","Other","Two Parents",-0.26,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,59.36,"4",FALSE,FALSE,7,10,0.92,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4746","Public","Black","Single/Absent Parent",-1.44,"Some HS/GED","Bachelor's","0","0",13,65,29.65,44.35,"3",FALSE,FALSE,1,8,0.08,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4747","Public","API","Single/Absent Parent",-0.88,"Some HS/GED","Bachelor's","1","1",13,65,29.65,47.98,"2",FALSE,FALSE,1,8,0.09,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4748","Public","Black","Single/Absent Parent",-1.35,"Some HS/GED","Bachelor's","1","1",13,65,29.65,42.71,"1",FALSE,FALSE,4,6,0.13,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4749","Public",NA,"Two Parents",0.41,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,44.43,"4",FALSE,TRUE,5,10,0.87,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4750","Public","White","Two Parents",-0.2,"Some HS/GED","Bachelor's","1","1",13,65,29.65,46,"4",FALSE,FALSE,4,6,0.74,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4751","Public","API","Single/Absent Parent",-0.15,"Attend PS/Associate's","Advanced Degree","1","0",13,65,29.65,60.16,"1",FALSE,FALSE,6,10,0.03,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4752","Public","Black","Single/Absent Parent",-1.08,"Some HS/GED","Bachelor's","0","0",13,65,29.65,48.72,"2",FALSE,FALSE,4,8,0.18,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4753","Public","API","Single/Absent Parent",0.16,"Advanced Degree","Bachelor's","1","1",13,65,29.65,38.39,"1",FALSE,FALSE,12,7,0,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4754","Public","Black","Single/Absent Parent",-0.13,"Some HS/GED","Advanced Degree","0","0",13,65,29.65,34.04,"1",FALSE,FALSE,4,10,0.35,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4755","Public","Hispanic","Two Parents",0.05,"Attend PS/Associate's","Bachelor's","1","1",13,65,29.65,42.95,"1",FALSE,FALSE,5,8,0.1,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4756","Public","Black","Single/Absent Parent",0.46,"Bachelors","Bachelor's","1","1",13,65,29.65,35.45,"1",FALSE,FALSE,8,6,0.13,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4757","Public","Black","Two Parents",-0.33,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,57.61,"1",FALSE,FALSE,5,10,0.17,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4758","Public","Other","Two Parents",0.61,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,44.18,"2",TRUE,FALSE,6,12,0.02,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4759","Public","White","Two Parents",-0.04,"Bachelors","Advanced Degree","1","1",13,65,29.65,48.77,"1",TRUE,FALSE,8,12,0.46,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4760","Public","White","Two Parents",-0.23,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,56.06,"2",FALSE,FALSE,7,12,0.29,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4761","Public","Hispanic","Two Parents",0.84,"Bachelors","Bachelor's","1","1",13,65,29.65,38.26,"1",FALSE,FALSE,8,8,0.21,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4762","Public","White","Two Parents",0.56,"Attend PS/Associate's","Bachelor's","1","1",13,65,29.65,52.17,"3",TRUE,FALSE,6,8,0.19,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4763","Public","White","Two Parents",0.6,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,61.81,"2",FALSE,FALSE,7,12,0.38,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4764","Public","Black","Single/Absent Parent",-0.67,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,41.29,"1",FALSE,FALSE,5,10,0.43,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4765","Public","Hispanic","Two Parents",0.61,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,45.81,"3",FALSE,FALSE,7,12,0.18,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4766","Public","White","Two Parents",0.26,"Attend PS/Associate's","Advanced Degree","1","1",13,65,29.65,41.73,"3",FALSE,FALSE,7,12,0.17,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4767","Public","White","Two Parents",-0.83,"Some HS/GED","Some HS/GED","0","0",13,65,29.65,43.19,"1",FALSE,FALSE,4,6,0.21,2,2,1,1,4,2,1,2,2,"<=30%",FALSE
"4768","Public","White","Single/Absent Parent",0.22,"Advanced Degree","Advanced Degree","1","1",13,65,29.65,37.74,"3",TRUE,FALSE,10,10,0.34,2,2,1,1,4,2,1,2,2,"<=50%",FALSE
"4769","Public","API","Single/Absent Parent",1.4,"Advanced Degree","Bachelor's","1","1",13,90,35.676,53.01,"3",FALSE,TRUE,12,8,0.33,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4770","Public","Black","Two Parents",1.35,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,59.35,"2",FALSE,TRUE,12,12,0.15,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4771","Public","White","Two Parents",0.66,"Bachelors","Bachelor's","1","1",13,90,35.676,65.65,"4",FALSE,TRUE,8,8,1.16,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4772","Public","White","Two Parents",0.75,"Advanced Degree","Bachelor's","1","1",13,90,35.676,46.86,"3",FALSE,FALSE,10,6,0.17,1,1,1,3,1,1,1,1,1,"<=5%",FALSE
"4773","Public","White","Two Parents",0.93,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,61.66,"4",FALSE,TRUE,12,10,1.24,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4774","Public","API","Single/Absent Parent",0.33,"Bachelors","Bachelor's","1","1",13,90,35.676,60.55,"4",FALSE,TRUE,8,8,1.59,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4775","Public","Other","Two Parents",1.01,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,57.75,"4",FALSE,TRUE,10,10,1.13,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4776","Public","Hispanic","Single/Absent Parent",0.92,"Bachelors","Bachelor's","1","1",13,90,35.676,48.8,"3",FALSE,TRUE,8,8,0.44,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4777","Public","White","Single/Absent Parent",-0.05,"Attend PS/Associate's","Advanced Degree","0","0",13,90,35.676,37.5,"3",FALSE,TRUE,5,12,0.39,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4778","Public","White","Two Parents",1.22,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,67.18,"4",FALSE,TRUE,10,10,1.25,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4779","Public","Black","Single/Absent Parent",-0.62,"Attend PS/Associate's","Advanced Degree","1","1",13,90,35.676,41.59,"2",FALSE,FALSE,6,12,0.44,1,1,1,3,1,1,1,1,1,"<=5%",FALSE
"4780","Public","Hispanic","Two Parents",-1.35,"Some HS/GED","Advanced Degree","0","0",13,90,35.676,36.96,"2",FALSE,FALSE,1,10,0.07,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4781","Public","White","Two Parents",1.04,"Bachelors","Advanced Degree","1","1",13,90,35.676,61.54,"4",FALSE,TRUE,8,12,0.95,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4782","Public","White","Two Parents",0.02,"Attend PS/Associate's","Bachelor's","1","1",13,90,35.676,48.12,"2",FALSE,TRUE,6,8,0.43,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4783","Public","White","Two Parents",1.2,"Advanced Degree","Bachelor's","1","1",13,90,35.676,38.32,"3",FALSE,FALSE,12,8,0.28,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4784","Public","White","Two Parents",0.73,"Bachelors","Bachelor's","1","1",13,90,35.676,42.67,"2",TRUE,FALSE,8,8,0.38,1,1,1,3,1,1,1,1,1,"<=5%",FALSE
"4785","Public","White","Two Parents",1.3,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,63.12,"3",FALSE,FALSE,12,12,0,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4786","Public","White","Two Parents",1.18,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,63.2,"4",FALSE,TRUE,10,12,1.25,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4787","Public","Black","Two Parents",0.05,"Bachelors","Bachelor's","1","1",13,90,35.676,44.57,"4",TRUE,TRUE,8,8,1.02,1,1,1,3,1,1,1,1,1,"<=5%",FALSE
"4788","Public","White","Two Parents",1.04,"Bachelors","Bachelor's","1","1",13,90,35.676,71.63,"4",FALSE,TRUE,8,8,1.53,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4789","Public","White","Two Parents",-0.64,"Some HS/GED","Bachelor's","1","1",13,90,35.676,42.74,"1",TRUE,FALSE,4,8,0.18,1,1,1,3,1,1,1,1,1,"<=5%",FALSE
"4790","Public","White","Two Parents",0.83,"Advanced Degree","Advanced Degree","1","1",13,90,35.676,40.47,"1",FALSE,FALSE,10,12,0.42,1,1,1,3,1,1,1,1,1,"<=5%",FALSE
"4791","Public","White","Single/Absent Parent",0.81,"Bachelors","Bachelor's","1","1",13,90,35.676,58.35,"1",FALSE,FALSE,8,8,0.14,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4792","Public","White","Two Parents",0.97,"Advanced Degree","Bachelor's","1","1",13,90,35.676,66.28,"4",FALSE,TRUE,10,8,0.85,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4793","Public","White","Single/Absent Parent",0.61,"Bachelors","Bachelor's","1","1",13,90,35.676,54.1,"4",FALSE,TRUE,8,8,0.67,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4794","Public","White","Two Parents",0.57,"Bachelors","Advanced Degree","1","1",13,90,35.676,47.13,"3",FALSE,TRUE,8,10,0.46,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4795","Public","White","Two Parents",0.96,"Bachelors","Bachelor's","1","1",13,90,35.676,61.8,"3",FALSE,TRUE,8,8,0.41,1,1,1,3,1,1,1,1,1,"<=30%",FALSE
"4796","Public","API","Two Parents",1,"Advanced Degree","Bachelor's","1","1",15,70,35,42.64,"3",FALSE,FALSE,12,8,0.29,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4797","Public",NA,"Two Parents",0.47,"Attend PS/Associate's","Advanced Degree","1","1",15,70,35,52.27,"4",FALSE,FALSE,5,10,0.53,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4798","Public",NA,"Two Parents",0.63,"Advanced Degree","Bachelor's","1","1",15,70,35,51.92,"1",FALSE,FALSE,10,8,0.32,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4799","Public",NA,"Two Parents",-0.55,"Some HS/GED","Bachelor's","1","1",15,70,35,51.01,"4",FALSE,TRUE,1,8,1.25,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4800","Public","API","Two Parents",-0.76,"Some HS/GED","Advanced Degree","1","1",15,70,35,69.72,"3",FALSE,FALSE,4,10,0.05,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4801","Public","API","Two Parents",0.36,"Bachelors","Advanced Degree","1","1",15,70,35,50.37,"2",FALSE,TRUE,8,12,0.18,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4802","Public","White","Two Parents",0.58,"Attend PS/Associate's","Bachelor's","1","1",15,70,35,54.07,"4",FALSE,FALSE,5,6,0.69,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4803","Public","API","Single/Absent Parent",-1.01,"Some HS/GED","Bachelor's","1","0",15,70,35,43.15,"1",FALSE,FALSE,4,8,0.35,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4804","Public","Black","Single/Absent Parent",-0.03,"Advanced Degree","Advanced Degree","1","1",15,70,35,47.89,"2",FALSE,FALSE,10,12,0.36,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4805","Public",NA,"Two Parents",-0.32,"Some HS/GED","Advanced Degree","1","1",15,70,35,55.56,"2",FALSE,FALSE,4,10,0.38,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4806","Public","White","Two Parents",0.59,"Bachelors","Bachelor's","1","1",15,70,35,46.63,"3",FALSE,FALSE,8,8,0.01,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4807","Public","Other","Two Parents",0.52,"Attend PS/Associate's","Bachelor's","1","1",15,70,35,53.32,"2",FALSE,FALSE,5,8,0.38,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4808","Public","Hispanic","Two Parents",-0.38,"Attend PS/Associate's","Bachelor's","1","1",15,70,35,41.38,"1",FALSE,FALSE,7,8,0,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4809","Public","API","Single/Absent Parent",0.6,"Advanced Degree","Advanced Degree","0","0",15,70,35,36.94,"3",FALSE,TRUE,10,10,0.46,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4810","Public","Hispanic","Single/Absent Parent",-0.74,"Attend PS/Associate's","Bachelor's","1","1",15,70,35,44.19,"2",FALSE,FALSE,7,8,0.03,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4811","Public","Hispanic","Two Parents",0.37,"Attend PS/Associate's","Bachelor's","0","1",15,70,35,51.38,"4",FALSE,TRUE,7,8,0.99,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4812","Public","Hispanic","Two Parents",0.25,"Bachelors","Advanced Degree","1","1",15,70,35,52.73,"3",FALSE,FALSE,8,12,0.38,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4813","Public","Hispanic","Single/Absent Parent",-1.64,"Some HS/GED","Advanced Degree","1","1",15,70,35,42.21,"2",FALSE,FALSE,4,12,0.43,1,1,1,1,2,1,1,1,1,"<=50%",FALSE
"4814","Public",NA,"Two Parents",-0.85,"Some HS/GED","Bachelor's","1","1",0,-8,14.28,38.91,"1",FALSE,FALSE,4,6,0.37,2,3,3,4,3,3,3,3,4,"<=50%",FALSE
"4815","Public","API","Single/Absent Parent",-0.23,"Some HS/GED","Advanced Degree","1","0",14,75,33.809,64.86,"4",FALSE,TRUE,4,12,1.25,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4816","Public",NA,"Two Parents",0.03,"Advanced Degree","Advanced Degree","1","1",14,75,33.809,53.35,"2",FALSE,FALSE,10,12,0.14,1,1,1,1,1,1,1,1,2,"<=5%",FALSE
"4817","Public","API","Two Parents",-0.39,"Some HS/GED","Advanced Degree","1","1",14,75,33.809,49.34,"4",FALSE,TRUE,4,10,0.7,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4818","Public","White","Two Parents",0.39,"Attend PS/Associate's","Bachelor's","1","1",14,75,33.809,49.47,"4",FALSE,TRUE,7,8,0.66,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4819","Public","White","Two Parents",1.47,"Advanced Degree","Advanced Degree","1","1",14,75,33.809,61.47,"3",FALSE,FALSE,12,10,0.03,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4820","Public","White","Two Parents",-0.2,"Some HS/GED","Advanced Degree","1","0",14,75,33.809,43.91,"1",FALSE,FALSE,4,12,0.28,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4821","Public","White","Two Parents",0.81,"Bachelors","Advanced Degree","1","1",14,75,33.809,63.87,"2",FALSE,TRUE,8,10,0.25,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4822","Public","White","Two Parents",0.78,"Advanced Degree","Bachelor's","1","1",14,75,33.809,62.86,"4",TRUE,TRUE,10,8,0.67,1,1,1,1,1,1,1,1,2,"<=5%",FALSE
"4823","Public","White","Two Parents",1.37,"Advanced Degree","Advanced Degree","1","1",14,75,33.809,57.34,"2",TRUE,FALSE,12,10,0.03,1,1,1,1,1,1,1,1,2,"<=5%",FALSE
"4824","Public","White","Two Parents",0.45,"Bachelors","Advanced Degree","1","1",14,75,33.809,61.17,"3",FALSE,TRUE,8,10,0.02,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4825","Public",NA,"Two Parents",0.44,"Bachelors","Advanced Degree","1","1",14,75,33.809,56.53,"4",FALSE,TRUE,8,10,1.17,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4826","Public","Other","Two Parents",0.35,"Bachelors","Advanced Degree","1","1",14,75,33.809,52.08,"3",FALSE,TRUE,8,12,0.33,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4827","Public","White","Single/Absent Parent",0.23,"Bachelors","Advanced Degree","1","1",14,75,33.809,56.99,"4",FALSE,TRUE,8,10,1.81,1,1,1,1,1,1,1,1,2,"<=5%",FALSE
"4828","Public","White","Two Parents",1.06,"Advanced Degree","Advanced Degree","1","1",14,75,33.809,67.68,"4",FALSE,TRUE,10,10,0.62,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4829","Public","White","Two Parents",0.6,"Attend PS/Associate's","Advanced Degree","1","1",14,75,33.809,48.29,"4",FALSE,TRUE,6,10,1.53,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4830","Public","White","Two Parents",0.44,"Attend PS/Associate's","Bachelor's","1","1",14,75,33.809,43.27,"1",FALSE,FALSE,5,8,0.2,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4831","Public","White","Two Parents",0.41,"Attend PS/Associate's","Bachelor's","1","1",14,75,33.809,63.31,"4",FALSE,FALSE,7,8,0.78,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4832","Public","API","Two Parents",-0.43,"Attend PS/Associate's","Advanced Degree","0","1",14,75,33.809,51.73,"3",FALSE,FALSE,7,12,0.05,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"4833","Public","White","Single/Absent Parent",-0.73,"Some HS/GED","Bachelor's","1","0",13,70,32.5,42.13,"1",FALSE,FALSE,1,6,0.36,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4834","Public","White","Two Parents",1.39,"Advanced Degree","Advanced Degree","1","1",13,70,32.5,67.83,"3",FALSE,TRUE,10,10,0.3,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4835","Public","White","Single/Absent Parent",0.68,"Bachelors","Advanced Degree","1","1",13,70,32.5,50.23,"4",FALSE,TRUE,8,10,1.28,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4836","Public","White","Two Parents",-0.42,"Some HS/GED","Bachelor's","1","1",13,70,32.5,45.1,"2",TRUE,FALSE,4,6,0.17,3,2,3,3,3,2,1,1,3,"<=5%",FALSE
"4837","Public","White","Two Parents",-0.05,"Some HS/GED","Bachelor's","1","1",13,70,32.5,59.35,"4",FALSE,TRUE,4,8,0.81,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4838","Public","White","Two Parents",0.46,"Bachelors","Bachelor's","1","1",13,70,32.5,60.37,"4",FALSE,FALSE,8,8,0.74,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4839","Public","White","Two Parents",-0.09,"Attend PS/Associate's","Advanced Degree","1","1",13,70,32.5,59.42,"2",FALSE,TRUE,5,12,0.39,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4840","Public","Black","Two Parents",0.12,"Attend PS/Associate's","Bachelor's","1","1",13,70,32.5,58.03,"3",FALSE,TRUE,6,8,0.46,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4841","Public","White","Two Parents",-0.18,"Attend PS/Associate's","Bachelor's","1","0",13,70,32.5,54.58,"4",FALSE,FALSE,7,8,0.55,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4842","Public",NA,"Two Parents",0.47,"Attend PS/Associate's","Bachelor's","1","1",13,70,32.5,40.89,"2",FALSE,FALSE,6,8,0.35,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4843","Public","White","Two Parents",-0.33,"Some HS/GED","Advanced Degree","0","0",13,70,32.5,61.56,"3",FALSE,FALSE,4,10,0.39,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4844","Public","White","Two Parents",0.55,"Attend PS/Associate's","Advanced Degree","1","1",13,70,32.5,42.97,"1",FALSE,FALSE,7,12,0.15,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4845","Public","Black","Two Parents",-1.17,"Some HS/GED","Bachelor's","1","1",13,70,32.5,43.76,"4",FALSE,TRUE,4,7,1.66,3,2,3,3,3,2,1,1,3,"<=5%",FALSE
"4846","Public","White","Two Parents",0.93,"Advanced Degree","Advanced Degree","1","1",13,70,32.5,56.55,"3",FALSE,TRUE,12,10,0.31,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4847","Public","White","Two Parents",-0.09,"Attend PS/Associate's","Bachelor's","1","1",13,70,32.5,52.17,"1",FALSE,FALSE,5,6,0.09,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4848","Public","White","Two Parents",-0.53,"Attend PS/Associate's","Bachelor's","1","1",13,70,32.5,51.38,"3",FALSE,FALSE,5,6,0.19,3,2,3,3,3,2,1,1,3,"<=30%",FALSE
"4849","Public","Black","Two Parents",-0.83,"Some HS/GED","Some HS/GED","0","0",13,70,32.5,33.3,"1",TRUE,FALSE,4,4,0.47,3,2,3,3,3,2,1,1,3,"<=5%",FALSE
"4850","Public","White","Single/Absent Parent",-0.59,"Some HS/GED","Some HS/GED","1","1",13,70,32.5,46.94,"2",TRUE,FALSE,4,4,0.17,3,2,3,3,3,2,1,1,3,"<=5%",FALSE
"4851","Public","API","Single/Absent Parent",-1.03,"Some HS/GED","Bachelor's","1","1",12,80,35.087,44.64,"2",FALSE,FALSE,4,8,0.12,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4852","Public","API","Two Parents",0.5,"Bachelors","Advanced Degree","1","1",12,80,35.087,47.35,"2",FALSE,FALSE,8,12,0,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4853","Public","Other","Two Parents",0.69,"Bachelors","Advanced Degree","1","1",12,80,35.087,60.87,"2",FALSE,FALSE,8,12,0.47,2,2,2,2,2,2,2,3,3,"<=5%",FALSE
"4854","Public","API","Single/Absent Parent",-0.57,"Some HS/GED","Advanced Degree","1","1",12,80,35.087,46.07,"3",FALSE,FALSE,4,10,0.4,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4855","Public","Black","Two Parents",0.42,"Bachelors","Advanced Degree","1","1",12,80,35.087,42.22,"3",FALSE,TRUE,8,12,0.28,2,2,2,2,2,2,2,3,3,"<=50%",FALSE
"4856","Public","White","Two Parents",1.04,"Bachelors","Bachelor's","1","1",12,80,35.087,58.19,"3",FALSE,TRUE,8,8,0.2,2,2,2,2,2,2,2,3,3,">75%",TRUE
"4857","Public","Black","Single/Absent Parent",-0.21,"Attend PS/Associate's","Advanced Degree","1","1",12,80,35.087,38.34,"3",FALSE,FALSE,6,10,0.32,2,2,2,2,2,2,2,3,3,"<=50%",FALSE
"4858","Public","White","Two Parents",0.99,"Advanced Degree","Advanced Degree","1","1",12,80,35.087,62.95,"4",FALSE,TRUE,10,10,0.76,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4859","Public","White","Two Parents",0.72,"Attend PS/Associate's","Bachelor's","1","1",12,80,35.087,48.02,"2",FALSE,FALSE,7,8,0.16,2,2,2,2,2,2,2,3,3,"<=50%",FALSE
"4860","Public","White","Two Parents",1.39,"Advanced Degree","Advanced Degree","1","1",12,80,35.087,61.1,"4",FALSE,TRUE,10,12,1.84,2,2,2,2,2,2,2,3,3,"<=5%",FALSE
"4861","Public","White","Two Parents",1.09,"Advanced Degree","Advanced Degree","1","1",12,80,35.087,49.41,"3",FALSE,TRUE,10,10,0.3,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4862","Public","White","Two Parents",-0.16,"Attend PS/Associate's","Bachelor's","1","1",12,80,35.087,51.39,"4",FALSE,TRUE,5,8,1.09,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4863","Public","Other","Single/Absent Parent",0.06,"Bachelors","Bachelor's","1","1",12,80,35.087,59.46,"3",FALSE,FALSE,8,8,0.04,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4864","Public","Black","Two Parents",0.43,"Attend PS/Associate's","Bachelor's","1","1",12,80,35.087,48.33,"3",FALSE,FALSE,7,8,0.15,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4865","Public","White","Two Parents",1.72,"Advanced Degree","Advanced Degree","1","1",12,80,35.087,66.26,"4",FALSE,TRUE,12,12,0.95,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4866","Public","White","Two Parents",0.71,"Bachelors","Bachelor's","1","1",12,80,35.087,59.99,"3",FALSE,TRUE,8,8,0.4,2,2,2,2,2,2,2,3,3,">75%",TRUE
"4867","Public","Black","Two Parents",0.15,"Bachelors","Bachelor's","1","1",12,80,35.087,46.19,"4",FALSE,TRUE,8,8,1.53,2,2,2,2,2,2,2,3,3,"<=30%",FALSE
"4868","Public","White","Two Parents",0.8,"Bachelors","Advanced Degree","1","1",12,80,35.087,70.17,"4",FALSE,TRUE,8,12,1.88,2,2,2,2,2,2,2,3,3,"<=5%",FALSE
"4869","Public","Black","Single/Absent Parent",-0.55,"Attend PS/Associate's","Bachelor's","0","0",15,94,27.42,38.95,"1",FALSE,FALSE,7,8,0.35,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4870","Public","API","Two Parents",0.67,"Bachelors","Advanced Degree","1","1",15,94,27.42,61.67,"4",FALSE,TRUE,8,10,1.25,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4871","Public","White","Two Parents",-0.28,"Some HS/GED","Bachelor's","0","1",15,94,27.42,29.44,"1",FALSE,FALSE,4,8,0.25,2,2,2,2,2,1,1,3,1,"<=5%",FALSE
"4872","Public","White","Single/Absent Parent",-0.92,"Some HS/GED","Bachelor's","1","0",15,94,27.42,47.97,"2",TRUE,FALSE,4,8,0.2,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
